SUCEPTIBLE,EXPOSED,RECOVERED,INFECTED
291,385,199,125
295,395,195,115
286,402,194,118
292,397,188,123
284,385,205,126
296,380,196,128
313,384,189,114
314,369,185,132
301,377,186,136
297,369,191,143
302,361,201,136
288,370,200,142
288,374,204,134
290,380,210,120
296,380,210,114
310,370,208,112
324,369,196,111
330,363,192,115
320,368,187,125
317,383,177,123
314,386,172,128
312,392,164,132
301,399,168,132
297,402,174,127
302,405,170,123
310,397,173,120
289,406,176,129
291,408,174,127
292,400,179,129
286,401,189,124
298,388,172,142
281,395,176,148
265,393,186,156
255,403,198,144
268,396,201,135
281,384,200,135
290,371,198,141
284,376,205,135
277,386,196,141
269,380,206,145
278,374,220,128
285,367,213,135
280,378,214,128
290,382,211,117
315,364,192,129
321,369,175,135
321,381,178,120
326,382,159,133
315,389,174,122
298,401,178,123
296,393,182,129
282,392,188,138
294,371,198,137
306,364,194,136
312,372,196,120
312,374,199,115
318,374,201,107
321,373,201,105
323,372,192,113
319,373,189,119
305,388,187,120
298,388,186,128
303,378,198,121
318,368,186,128
313,364,190,133
312,360,186,142
294,359,194,153
285,369,199,147
282,375,207,136
276,376,208,140
284,366,206,144
261,386,210,143
270,371,218,141
278,364,203,155
275,374,210,141
279,360,219,142
281,373,220,126
292,372,209,127
289,383,210,118
302,378,202,118
302,379,200,119
316,365,191,128
309,359,205,127
313,358,209,120
332,350,194,124
340,353,188,119
329,359,186,126
327,363,183,127
314,360,199,127
304,362,204,130
302,364,205,129
313,367,201,119
313,373,192,122
307,368,184,141
302,369,192,137
295,383,205,117
310,373,190,127
306,370,195,129
317,355,196,132
328,351,202,119
328,378,196,98
337,368,177,118
321,381,182,116
329,378,175,118
311,382,187,120
299,391,185,125
294,397,190,119
292,403,194,111
296,404,180,120
280,414,180,126
279,404,176,141
261,412,197,130
273,397,193,137
267,400,205,128
272,398,201,129
274,404,194,128
271,409,189,131
276,390,193,141
264,396,210,130
271,385,204,140
281,383,192,144
274,382,205,139
289,381,203,127
300,377,190,133
299,387,196,118
315,385,189,111
317,380,181,122
307,390,178,125
308,395,173,124
304,394,184,118
302,387,191,120
309,384,180,127
314,381,183,122
311,379,178,132
306,393,186,115
310,386,194,110
319,385,187,109
316,384,193,107
332,373,186,109
333,377,177,113
336,369,175,120
329,374,176,121
321,379,174,126
316,373,174,137
306,383,176,135
305,383,174,138
297,389,173,141
285,403,174,138
279,402,176,143
273,400,183,144
267,404,190,139
259,399,210,132
256,389,217,138
259,383,222,136
262,377,227,134
271,383,213,133
278,381,211,130
278,381,199,142
277,392,204,127
281,390,196,133
288,381,195,136
292,390,194,124
286,385,193,136
285,389,202,124
287,381,198,134
283,381,190,146
271,386,205,138
269,390,211,130
280,390,210,120
288,401,196,115
289,395,186,130
282,398,189,131
289,388,189,134
297,377,188,138
303,366,197,134
296,378,193,133
303,384,204,109
298,376,208,118
311,364,200,125
299,378,195,128
303,381,199,117
293,387,200,120
302,387,202,109
308,392,188,112
314,383,175,128
305,385,187,123
305,377,194,124
304,378,196,122
310,380,187,123
300,383,185,132
302,380,186,132
298,388,202,112
301,385,191,123
291,394,205,110
307,390,187,116
312,384,179,125
308,393,180,119
307,380,178,135
306,384,174,136
300,382,184,134
292,386,186,136
299,389,180,132
286,395,185,134
282,395,192,131
273,403,193,131
291,391,189,129
312,384,180,124
306,378,188,128
306,371,190,133
301,384,193,122
303,385,184,128
293,391,191,125
294,394,188,124
295,394,173,138
277,403,188,132
283,392,184,141
286,385,183,146
277,396,195,132
276,404,192,128
275,393,183,149
272,370,204,154
286,371,195,148
281,380,198,141
284,385,193,138
272,401,191,136
277,399,194,130
283,404,190,123
279,417,182,122
277,419,182,122
264,416,182,138
266,402,196,136
272,402,193,133
273,398,204,125
271,395,215,119
283,390,214,113
301,393,203,103
322,379,185,114
315,387,175,123
307,398,179,116
297,396,181,126
290,408,168,134
285,416,165,134
271,426,169,134
266,426,174,134
265,415,174,146
266,420,177,137
254,421,182,143
259,407,192,142
255,404,195,146
261,398,194,147
260,373,199,168
261,381,218,140
266,374,217,143
267,373,233,127
282,369,219,130
283,371,218,128
286,369,215,130
280,375,218,127
283,385,220,112
295,384,204,117
306,375,197,122
302,374,189,135
293,383,190,134
305,386,186,123
299,395,186,120
304,390,189,117
307,390,172,131
308,385,174,133
294,388,186,132
296,375,186,143
306,377,187,130
301,383,188,128
308,378,196,118
315,375,193,117
305,382,193,120
312,388,185,115
319,377,184,120
316,381,179,124
303,388,183,126
298,392,184,126
289,403,180,128
300,384,189,127
290,390,176,144
280,395,182,143
266,397,199,138
258,415,200,127
250,405,207,138
243,399,212,146
240,396,220,144
250,387,229,134
260,377,219,144
262,372,231,135
272,376,218,134
280,392,203,125
275,396,184,145
271,387,187,155
253,402,199,146
251,412,192,145
250,410,196,144
254,406,206,134
266,408,198,128
281,400,189,130
288,406,183,123
266,407,193,134
263,414,189,134
269,395,187,149
280,392,187,141
269,396,192,143
283,392,193,132
285,384,199,132
293,378,204,125
300,362,205,133
311,346,203,140
315,356,193,136
298,382,197,123
301,386,197,116
316,380,176,128
302,395,178,125
312,389,184,115
306,385,185,124
315,389,180,116
313,384,184,119
319,370,185,126
308,379,187,126
307,382,175,136
292,379,196,133
294,385,197,124
311,373,187,129
303,398,178,121
288,411,176,125
289,402,184,125
309,388,162,141
277,398,188,137
280,399,186,135
289,389,186,136
281,391,186,142
272,389,204,135
272,386,207,135
257,393,222,128
274,393,215,118
281,387,206,126
287,381,196,136
299,371,201,129
292,383,187,138
293,390,185,132
302,384,188,126
294,382,197,127
292,375,199,134
289,375,200,136
289,378,196,137
292,384,194,130
279,385,205,131
283,373,222,122
288,372,229,111
324,360,212,104
326,359,205,110
321,362,190,127
318,358,188,136
314,369,189,128
296,375,196,133
299,370,193,138
308,372,183,137
313,376,179,132
306,372,172,150
296,379,166,159
276,400,176,148
271,404,179,146
273,391,185,151
279,387,196,138
288,386,190,136
299,387,186,128
301,377,191,131
311,370,191,128
304,389,189,118
318,373,189,120
296,380,208,116
276,394,219,111
282,393,206,119
294,386,206,114
297,382,206,115
307,378,215,100
327,361,195,117
321,362,200,117
319,375,193,113
317,368,188,127
313,371,184,132
309,365,181,145
298,374,182,146
283,388,181,148
278,396,201,125
268,387,203,142
279,387,204,130
289,375,206,130
307,371,194,128
305,380,186,129
288,390,185,137
282,400,194,124
290,400,197,113
290,400,191,119
305,389,176,130
290,389,192,129
292,392,193,123
303,384,181,132
318,379,170,133
314,393,174,119
319,386,167,128
291,395,174,140
279,407,187,127
284,388,187,141
286,379,199,136
272,369,204,155
268,377,207,148
277,373,197,153
276,379,202,143
264,393,204,139
280,385,200,135
285,375,217,123
297,380,199,124
299,383,195,123
313,375,184,128
316,368,187,129
325,372,170,133
308,389,174,129
293,400,178,129
296,400,178,126
287,397,183,133
288,392,189,131
280,398,187,135
278,395,193,134
291,385,182,142
281,387,183,149
279,385,197,139
281,388,194,137
299,387,194,120
300,394,179,127
294,389,188,129
297,385,188,130
295,381,182,142
279,397,189,135
292,385,191,132
283,380,183,154
277,375,194,154
270,382,200,148
267,381,203,149
273,382,206,139
277,398,195,130
294,381,200,125
302,373,202,123
308,366,210,116
320,362,202,116
306,371,192,131
317,362,183,138
311,363,193,133
329,359,179,133
330,356,186,128
337,360,193,110
350,356,177,117
336,366,185,113
322,364,195,119
322,368,198,112
315,372,192,121
317,375,184,124
298,385,188,129
294,382,196,128
285,396,204,115
303,374,202,121
296,388,202,114
297,383,200,120
296,378,200,126
276,384,204,136
274,396,196,134
283,391,196,130
284,388,203,125
286,381,200,133
274,383,213,130
288,380,200,132
288,391,196,125
292,380,200,128
288,389,197,126
313,382,179,126
298,391,184,127
301,396,178,125
304,395,181,120
292,400,194,114
293,394,187,126
294,401,178,127
291,400,174,135
291,411,168,130
283,422,159,136
277,412,165,146
262,424,175,139
265,422,185,128
285,404,186,125
304,394,189,113
305,388,168,139
289,382,179,150
276,387,195,142
277,378,208,137
260,394,222,124
267,398,216,119
271,397,209,123
260,391,207,142
265,394,204,137
264,396,204,136
260,401,206,133
267,395,213,125
282,389,192,137
276,396,202,126
266,414,201,119
281,393,196,130
291,382,191,136
273,389,196,142
283,385,184,148
273,388,182,157
263,395,188,154
254,410,192,144
258,387,203,152
257,399,201,143
264,402,201,133
274,398,191,137
263,395,190,152
253,408,203,136
260,406,199,135
262,404,190,144
254,393,215,138
268,399,220,113
266,383,228,123
275,380,217,128
279,363,219,139
258,376,227,139
256,373,232,139
255,380,228,137
258,378,224,140
275,374,207,144
265,382,211,142
256,382,213,149
257,391,211,141
259,394,207,140
255,400,215,130
252,413,210,125
265,418,188,129
266,417,188,129
275,415,196,114
266,409,200,125
275,400,202,123
276,387,207,130
290,384,206,120
294,380,202,124
302,389,187,122
288,396,183,133
273,397,191,139
270,406,178,146
256,405,194,145
256,404,203,137
260,405,198,137
264,397,202,137
276,382,204,138
279,382,202,137
275,395,203,127
281,392,207,120
292,389,196,123
291,393,192,124
279,411,182,128
272,412,198,118
271,409,190,130
289,408,185,118
273,413,197,117
289,397,185,129
292,398,185,125
288,416,171,125
279,417,181,123
291,414,173,122
281,411,178,130
275,401,181,143
258,411,181,150
242,426,185,147
245,412,202,141
245,408,204,143
245,407,219,129
252,397,222,129
246,402,225,127
251,413,226,110
276,392,204,128
273,388,209,130
285,386,203,126
275,389,208,128
278,388,197,137
274,384,200,142
282,388,199,131
279,391,199,131
289,382,191,138
283,376,203,138
269,377,211,143
271,377,206,146
277,376,204,143
281,380,201,138
278,383,213,126
286,383,204,127
289,382,216,113
310,375,202,113
327,382,182,109
326,389,183,102
326,379,179,116
299,384,194,123
284,400,196,120
290,390,189,131
297,387,187,129
294,394,186,126
282,401,196,121
284,408,197,111
297,401,191,111
283,411,193,113
273,412,189,126
264,419,201,116
282,403,196,119
276,407,203,114
277,398,201,124
288,403,188,121
289,398,184,129
286,394,185,135
293,386,181,140
305,372,188,135
304,379,194,123
302,390,187,121
299,384,182,135
313,371,173,143
304,385,181,130
307,381,189,123
293,367,202,138
300,371,182,147
293,379,189,139
305,370,181,144
303,383,191,123
294,392,193,121
313,377,188,122
309,378,187,126
313,379,196,112
304,391,189,116
283,409,181,127
272,415,185,128
284,404,176,136
293,400,174,133
292,406,176,126
293,408,167,132
296,401,164,139
293,391,169,147
275,400,178,147
270,411,181,138
274,395,182,149
273,381,189,157
248,393,207,152
254,390,217,139
263,383,215,139
275,377,217,131
274,385,204,137
261,396,220,123
266,403,212,119
272,389,205,134
275,382,204,139
275,389,213,123
276,388,211,125
291,385,196,128
296,379,196,129
284,372,208,136
282,384,204,130
281,382,196,141
288,383,195,134
293,376,204,127
299,359,218,124
296,371,214,119
286,379,211,124
303,374,187,136
295,369,205,131
303,367,205,125
297,373,202,128
306,362,200,132
301,359,198,142
288,369,206,137
293,370,202,135
285,371,208,136
292,369,217,122
298,381,201,120
293,378,189,140
303,363,194,140
296,375,198,131
304,377,199,120
318,360,206,116
309,368,204,119
316,368,198,118
325,362,191,122
314,369,201,116
315,370,203,112
318,371,184,127
317,364,193,126
323,359,189,129
321,358,187,134
303,370,196,131
307,374,194,125
304,372,206,118
314,363,195,128
317,367,197,119
314,375,189,122
307,377,196,120
306,370,195,129
304,379,203,114
322,369,194,115
326,377,174,123
314,386,174,126
306,387,182,125
301,397,189,113
314,388,181,117
309,386,176,129
315,383,169,133
305,397,175,123
302,386,180,132
295,382,186,137
294,384,194,128
291,379,206,124
288,379,202,131
289,382,204,125
284,383,198,135
285,389,202,124
279,385,218,118
284,380,213,123
297,386,202,115
289,384,206,121
297,383,197,123
298,385,190,127
287,395,189,129
287,402,184,127
280,414,177,129
283,413,179,125
279,423,175,123
266,428,167,139
273,413,165,149
262,419,180,139
270,414,180,136
259,402,187,152
251,411,183,155
237,419,194,150
239,407,194,160
