SUCEPTIBLE,EXPOSED,RECOVERED,INFECTED
285,380,199,136
284,388,195,133
295,388,176,141
267,410,179,144
261,407,190,142
269,399,180,152
267,396,190,147
263,405,196,136
259,403,199,139
239,409,208,144
249,404,203,144
254,398,207,141
253,398,199,150
259,392,198,151
257,382,202,159
252,393,201,154
239,404,206,151
240,403,220,137
247,404,215,134
244,400,203,153
242,408,208,142
257,396,193,154
245,405,201,149
245,408,204,143
250,407,188,155
248,410,199,143
257,405,197,141
266,401,180,153
259,406,196,139
261,387,205,147
270,381,206,143
274,387,192,147
275,387,198,140
286,383,191,140
293,384,203,120
277,396,203,124
269,405,209,117
287,397,192,124
282,405,179,134
272,416,182,130
253,411,196,140
250,414,202,134
255,404,205,136
262,392,218,128
259,399,224,118
276,395,209,120
291,395,203,111
293,388,200,119
297,389,197,117
288,388,191,133
276,391,195,138
270,398,201,131
270,407,199,124
271,411,198,120
269,401,197,133
273,395,204,128
280,386,199,135
270,400,209,121
287,383,194,136
274,393,209,124
280,389,213,118
277,390,207,126
276,385,217,122
287,375,207,131
279,384,205,132
286,379,203,132
282,383,208,127
279,393,205,123
295,378,188,139
292,382,202,124
289,379,212,120
291,380,217,112
313,373,205,109
302,384,199,115
297,393,180,130
280,400,192,128
279,404,183,134
275,407,189,129
288,391,178,143
287,391,180,142
297,392,172,139
282,397,184,137
275,404,191,130
277,402,185,136
250,409,207,134
255,410,205,130
265,391,215,129
275,385,212,128
281,385,206,128
288,393,201,118
283,388,198,131
291,380,192,137
280,378,196,146
262,397,202,139
265,399,217,119
273,398,206,123
277,403,202,118
281,405,200,114
291,406,195,108
311,411,175,103
313,415,172,100
300,411,170,119
289,416,163,132
298,395,169,138
284,396,177,143
290,404,176,130
280,409,186,125
292,410,176,122
277,409,187,127
267,407,188,138
269,405,191,135
271,405,186,138
264,408,188,140
240,408,209,143
251,405,214,130
252,393,217,138
257,393,221,129
264,385,216,135
282,380,201,137
290,375,199,136
292,380,199,129
286,388,196,130
284,397,180,139
283,414,176,127
287,412,175,126
298,392,176,134
298,394,177,131
297,386,190,127
300,383,180,137
297,376,195,132
285,382,204,129
279,407,187,127
284,391,182,143
276,393,202,129
291,385,200,124
284,383,211,122
284,388,211,117
308,376,196,120
315,366,199,120
305,372,193,130
310,372,187,131
302,386,184,128
291,394,189,126
300,376,193,131
288,384,196,132
294,386,189,131
286,385,202,127
283,397,196,124
288,397,194,121
277,399,207,117
273,402,201,124
267,391,214,128
285,381,207,127
279,393,195,133
276,405,192,127
271,390,199,140
280,381,193,146
292,379,183,146
302,369,179,150
288,370,188,154
273,386,202,139
284,382,195,139
280,379,201,140
275,376,208,141
279,375,216,130
283,374,222,121
279,375,226,120
289,383,207,121
286,386,196,132
268,393,206,133
279,393,195,133
280,389,200,131
280,391,218,111
256,392,226,126
270,389,213,128
272,390,218,120
284,388,216,112
293,394,196,117
288,379,193,140
273,385,205,137
278,387,198,137
287,384,180,149
272,395,180,153
278,386,195,141
270,395,201,134
268,395,197,140
273,381,195,151
268,383,204,145
276,380,205,139
287,377,194,142
281,376,208,135
298,385,199,118
287,387,217,109
287,393,209,111
298,397,194,111
292,400,188,120
291,399,179,131
279,407,194,120
274,417,189,120
277,416,186,121
269,405,203,123
277,396,197,130
280,394,201,125
272,406,198,124
273,398,186,143
258,401,203,138
267,396,200,137
270,402,211,117
275,403,192,130
269,412,197,122
281,406,197,116
280,412,200,108
288,407,185,120
282,413,188,117
281,408,180,131
264,415,188,133
279,408,181,132
266,420,191,123
259,417,192,132
249,423,191,137
249,421,191,139
230,434,200,136
239,419,201,141
251,407,207,135
254,400,204,142
254,400,202,144
262,396,210,132
263,392,221,124
263,404,202,131
274,412,178,136
249,430,178,143
269,404,182,145
260,398,189,153
252,414,191,143
254,411,193,142
258,417,188,137
233,422,205,140
230,423,222,125
233,410,223,134
250,397,204,149
255,394,218,133
256,398,224,122
268,396,219,117
276,392,204,128
274,396,201,129
265,406,202,127
259,418,195,128
275,415,182,128
272,412,176,140
271,410,186,133
276,407,190,127
290,404,186,120
288,405,180,127
281,403,193,123
287,406,186,121
282,395,198,125
275,399,190,136
267,416,199,118
266,412,198,124
274,400,199,127
284,391,193,132
268,403,199,130
273,395,195,137
266,399,195,140
276,404,197,123
282,408,191,119
288,404,184,124
294,397,193,116
295,404,193,108
286,400,198,116
298,393,187,122
308,384,182,126
291,388,202,119
288,390,209,113
293,400,184,123
292,400,176,132
284,400,182,134
271,416,179,134
266,416,172,146
268,413,171,148
266,414,194,126
289,406,170,135
289,409,167,135
286,397,169,148
272,412,172,144
269,408,177,146
266,419,188,127
259,416,180,145
252,418,181,149
247,432,177,144
259,425,188,128
257,425,187,131
253,410,193,144
243,405,217,135
259,396,218,127
261,385,216,138
261,382,223,134
257,392,217,134
256,388,218,138
264,391,219,126
265,401,207,127
269,391,207,133
249,393,231,127
254,390,225,131
259,381,235,125
271,370,236,123
277,376,223,124
287,384,211,118
284,385,201,130
286,386,191,137
280,400,197,123
279,399,191,131
271,405,194,130
279,395,194,132
273,397,202,128
265,403,209,123
285,391,199,125
292,382,209,117
286,393,199,122
290,397,195,118
313,395,187,105
321,381,184,114
323,386,176,115
302,397,182,119
310,402,164,124
277,421,172,130
261,412,181,146
257,412,198,133
245,419,203,133
257,410,188,145
259,416,189,136
263,406,189,142
259,401,192,148
266,397,188,149
261,410,200,129
258,402,198,142
259,406,208,127
266,396,207,131
282,388,193,137
278,389,190,143
276,393,191,140
273,400,207,120
272,398,207,123
275,392,214,119
291,381,215,113
304,376,202,118
284,390,203,123
289,399,206,106
299,397,185,119
298,400,176,126
271,417,184,128
261,405,188,146
251,411,194,144
235,428,195,142
239,420,209,132
233,424,219,124
245,410,213,132
256,404,214,126
269,400,208,123
271,406,207,116
278,392,204,126
283,390,203,124
289,391,195,125
295,394,184,127
280,412,194,114
278,399,196,127
268,405,185,142
262,414,197,127
265,419,196,120
261,423,199,117
261,411,203,125
273,410,190,127
279,390,190,141
273,406,192,129
278,394,191,137
283,377,206,134
295,376,196,133
287,390,189,134
286,394,192,128
291,403,177,129
269,400,196,135
274,393,204,129
274,400,206,120
285,386,206,123
294,391,201,114
294,406,183,117
310,406,169,115
305,391,172,132
284,406,171,139
281,399,178,142
264,405,183,148
253,412,209,126
262,399,202,137
262,400,206,132
270,393,207,130
277,383,201,139
272,378,206,144
292,387,199,122
297,388,202,113
301,391,192,116
293,402,184,121
296,399,176,129
296,396,178,130
290,395,178,137
281,394,189,136
278,396,189,137
282,408,180,130
279,404,191,126
269,415,194,122
277,412,193,118
272,418,191,119
266,400,191,143
266,399,203,132
270,396,201,133
278,390,194,138
271,401,205,123
282,387,191,140
271,391,198,140
273,390,209,128
273,396,211,120
284,390,212,114
289,395,209,107
290,390,208,112
306,385,201,108
305,376,199,120
318,384,184,114
318,391,176,115
303,387,186,124
295,388,195,122
297,389,205,109
299,380,192,129
286,387,205,122
303,378,183,136
296,386,173,145
282,389,180,149
265,399,183,153
243,420,190,147
252,408,191,149
249,407,213,131
262,400,213,125
271,412,208,109
288,400,192,120
284,411,178,127
283,407,176,134
272,407,188,133
274,412,189,125
271,408,197,124
276,412,188,124
270,408,191,131
269,400,189,142
258,396,207,139
256,391,205,148
250,389,215,146
251,394,223,132
249,391,231,129
268,395,211,126
283,387,196,134
275,386,204,135
284,383,202,131
278,379,207,136
285,376,216,123
288,380,215,117
287,391,216,106
292,388,196,124
280,411,197,112
278,389,209,124
285,384,212,119
280,394,198,128
286,388,197,129
284,392,194,130
279,395,190,136
277,409,190,124
269,420,188,123
269,423,181,127
270,406,174,150
272,402,176,150
257,412,183,148
263,395,184,158
237,417,193,153
231,413,208,148
258,404,200,138
270,397,192,141
255,410,208,127
269,398,186,147
258,395,197,150
246,417,201,136
257,396,194,153
262,393,205,140
269,380,198,153
269,387,197,147
276,403,205,116
288,401,198,113
291,384,202,123
288,396,200,116
288,396,206,110
292,389,203,116
296,379,187,138
295,381,184,140
273,390,212,125
293,385,191,131
293,389,183,135
284,398,193,125
285,393,192,130
277,409,186,128
272,420,187,121
275,412,197,116
293,397,187,123
289,396,185,130
277,399,190,134
266,403,209,122
272,382,199,147
265,389,207,139
267,387,207,139
271,395,196,138
271,400,210,119
275,404,203,118
277,403,205,115
276,411,179,134
256,421,191,132
254,426,186,134
249,427,181,143
250,423,189,138
265,401,197,137
268,397,205,130
277,400,208,115
282,387,204,127
287,393,192,128
284,399,188,129
273,393,190,144
276,379,197,148
269,383,208,140
280,384,198,138
286,383,200,131
300,374,190,136
292,372,189,147
290,379,187,144
291,378,198,133
267,390,210,133
280,382,201,137
276,376,213,135
288,376,213,123
292,376,207,125
297,354,207,142
292,355,217,136
287,361,222,130
291,356,218,135
288,369,198,145
291,378,193,138
287,392,186,135
288,397,184,131
289,397,186,128
287,393,185,135
286,395,185,134
299,393,172,136
285,403,188,124
294,391,183,132
294,381,179,146
275,390,190,145
271,387,201,141
289,385,194,132
275,388,209,128
280,378,199,143
275,384,196,145
289,370,196,145
280,378,198,144
304,361,193,142
298,362,202,138
284,375,217,124
290,364,225,121
303,360,215,122
299,368,224,109
304,378,205,113
301,381,210,108
295,384,210,111
308,382,199,111
320,381,183,116
321,393,179,107
329,391,176,104
325,401,172,102
334,395,160,111
324,397,157,122
314,397,158,131
290,402,171,137
282,415,175,128
275,407,181,137
265,406,183,146
268,390,194,148
263,399,218,120
283,380,207,130
280,391,198,131
281,392,194,133
274,387,200,139
278,393,195,134
275,391,178,156
266,393,192,149
263,385,207,145
258,389,209,144
257,394,210,139
268,396,214,122
273,372,224,131
281,375,209,135
288,377,216,119
292,376,213,119
310,366,188,136
307,387,181,125
305,386,191,118
308,396,178,118
301,393,195,111
306,391,179,124
297,393,181,129
288,393,180,139
293,398,180,129
270,420,182,128
264,425,190,121
260,415,191,134
254,404,202,140
246,406,207,141
254,398,208,140
253,404,206,137
257,404,197,142
260,399,196,145
268,391,191,150
263,397,201,139
249,413,214,124
248,408,202,142
247,408,212,133
243,393,228,136
256,390,230,124
256,398,221,125
263,396,208,133
270,390,197,143
259,401,212,128
261,402,214,123
253,396,225,126
255,406,210,129
239,408,222,131
254,410,205,131
249,413,205,133
243,410,216,131
260,395,211,134
278,381,203,138
286,372,201,141
267,388,207,138
275,382,215,128
280,376,208,136
279,376,214,131
286,372,222,120
299,374,218,109
310,368,208,114
312,364,207,117
313,361,199,127
315,370,198,117
306,377,189,128
307,377,175,141
290,397,180,133
281,400,186,133
284,404,193,119
283,406,200,111
285,404,190,121
275,413,206,106
290,399,204,107
288,384,215,113
302,385,210,103
299,384,203,114
299,381,197,123
293,387,181,139
291,390,187,132
285,394,192,129
276,403,202,119
275,412,192,121
269,420,194,117
277,420,185,118
260,423,197,120
270,406,199,125
281,401,181,137
273,406,188,133
269,412,185,134
266,403,183,148
272,411,177,140
262,410,186,142
255,414,188,143
255,413,184,148
248,429,174,149
236,420,179,165
225,427,196,152
233,425,200,142
241,421,195,143
237,418,200,145
231,413,202,154
228,401,227,144
243,382,226,149
256,382,224,138
277,378,219,126
287,386,208,119
283,386,204,127
286,394,199,121
273,395,197,135
286,395,187,132
291,396,187,126
291,389,190,130
275,398,203,124
293,397,182,128
294,405,177,124
294,401,174,131
286,404,182,128
276,402,188,134
286,405,171,138
282,412,184,122
279,411,181,129
268,404,196,132
282,393,191,134
281,388,197,134
287,389,187,137
277,396,196,131
263,402,197,138
285,392,191,132
280,410,177,133
280,403,171,146
276,397,188,139
260,406,207,127
267,400,202,131
