SUCEPTIBLE,EXPOSED,RECOVERED,INFECTED
465,300,133,102
460,306,136,98
458,298,128,116
459,291,135,115
453,293,137,117
445,303,150,102
437,308,146,109
424,320,147,109
409,330,138,123
404,329,156,111
404,328,150,118
402,317,164,117
405,317,176,102
406,315,180,99
401,313,189,97
414,307,188,91
420,299,185,96
441,291,162,106
442,296,157,105
435,302,152,111
432,298,161,109
432,294,172,102
435,299,163,103
439,288,166,107
449,287,168,96
455,278,164,103
457,279,164,100
463,273,164,100
460,290,155,95
462,289,140,109
465,287,140,108
464,299,145,92
471,299,139,91
468,297,146,89
462,302,144,92
465,291,143,101
452,299,155,94
446,301,155,98
439,297,148,116
444,285,154,117
438,292,161,109
442,289,157,112
427,307,151,115
424,310,170,96
421,312,174,93
430,306,166,98
444,292,160,104
447,281,160,112
439,292,160,109
431,290,164,115
430,293,173,104
442,285,156,117
446,280,157,117
440,294,159,107
434,308,160,98
441,307,160,92
452,309,154,85
455,304,142,99
462,306,139,93
462,303,141,94
458,306,135,101
460,318,130,92
458,311,129,102
455,317,130,98
452,316,126,106
440,323,135,102
419,320,160,101
427,306,160,107
418,316,157,109
398,335,162,105
394,339,168,99
389,350,171,90
392,344,162,102
390,344,168,98
381,335,175,109
360,336,190,114
373,324,182,121
370,328,192,110
380,319,192,109
387,308,186,119
390,318,186,106
403,307,184,106
397,312,175,116
407,300,175,118
397,310,179,114
403,307,178,112
401,310,177,112
407,302,177,114
400,311,165,124
397,311,174,118
406,310,172,112
408,304,165,123
409,304,171,116
404,301,188,107
412,311,193,84
426,300,179,95
433,291,177,99
435,289,158,118
438,291,157,114
435,293,152,120
447,283,154,116
441,292,164,103
441,290,157,112
445,291,156,108
440,299,160,101
450,292,147,111
446,300,156,98
448,294,149,109
442,302,153,103
444,295,154,107
454,294,152,100
444,305,155,96
444,317,145,94
440,315,144,101
434,307,146,113
427,309,159,105
432,315,155,98
427,305,160,108
427,293,179,101
434,296,169,101
452,295,155,98
452,296,155,97
436,315,160,89
437,307,157,99
420,308,168,104
435,292,158,115
444,295,162,99
447,293,153,107
452,302,151,95
458,287,153,102
460,280,147,113
441,303,167,89
439,306,162,93
440,302,156,102
444,304,158,94
435,312,157,96
453,295,150,102
458,295,152,95
456,306,152,86
464,299,147,90
484,302,132,82
486,297,131,86
477,306,123,94
470,307,136,87
469,297,135,99
465,289,149,97
466,298,140,96
469,290,142,99
489,281,129,101
489,283,138,90
486,281,144,89
474,295,140,91
483,298,131,88
477,306,135,82
468,297,146,89
467,296,142,95
462,288,150,100
460,291,143,106
463,290,147,100
452,298,153,97
449,306,153,92
466,299,144,91
470,295,141,94
473,285,149,93
470,286,161,83
472,282,162,84
484,284,144,88
487,273,145,95
488,278,145,89
486,285,150,79
497,263,140,100
494,270,145,91
500,267,140,93
506,266,145,83
506,271,137,86
496,276,132,96
484,275,139,102
489,274,132,105
477,285,144,94
486,287,135,92
483,282,137,98
468,296,142,94
466,294,157,83
469,288,157,86
467,291,155,87
464,285,160,91
467,293,148,92
460,294,144,102
456,302,144,98
460,302,144,94
469,300,148,83
471,297,148,84
478,296,144,82
490,285,139,86
483,302,129,86
483,294,128,95
473,296,141,90
459,308,145,88
444,319,144,93
438,319,140,103
438,318,149,95
442,316,150,92
425,318,154,103
432,314,156,98
437,309,148,106
430,317,142,111
430,324,143,103
425,323,147,105
436,324,145,95
432,314,155,99
417,330,152,101
419,329,151,101
424,321,145,110
416,330,156,98
421,322,151,106
419,324,158,99
429,326,156,89
441,321,132,106
438,327,137,98
439,316,147,98
437,311,141,111
440,314,147,99
432,312,152,104
428,310,162,100
436,310,155,99
431,304,168,97
440,302,160,98
446,300,161,93
442,299,158,101
436,291,155,118
420,299,168,113
414,303,174,109
418,287,173,122
417,287,189,107
426,279,180,115
443,278,172,107
445,281,168,106
447,268,169,116
453,270,166,111
460,278,154,108
456,282,162,100
463,287,157,93
476,293,149,82
475,299,133,93
486,293,126,95
479,295,136,90
483,291,135,91
479,292,137,92
472,296,137,95
479,294,127,100
466,307,140,87
456,318,133,93
451,315,132,102
439,311,143,107
433,321,137,109
430,318,145,107
432,308,144,116
425,312,158,105
416,301,153,130
418,301,165,116
405,299,171,125
405,298,175,122
400,295,185,120
413,293,178,116
415,291,183,111
415,296,180,109
397,315,184,104
409,298,175,118
410,316,173,101
404,316,176,104
410,311,165,114
405,305,178,112
398,305,185,112
399,310,178,113
414,305,181,100
422,297,181,100
433,298,177,92
439,297,169,95
444,292,168,96
449,298,151,102
445,303,145,107
441,309,145,105
428,305,155,112
424,311,163,102
420,312,174,94
439,310,161,90
446,311,153,90
449,311,135,105
444,312,139,105
442,303,144,111
453,301,143,103
454,308,140,98
464,302,132,102
455,304,141,100
453,304,140,103
445,307,148,100
442,318,147,93
448,308,144,100
441,313,142,104
429,320,157,94
433,324,152,91
441,321,135,103
437,325,143,95
439,313,143,105
438,318,140,104
429,324,140,107
434,316,139,111
436,312,142,110
423,328,148,101
408,333,152,107
413,321,147,119
404,330,156,110
401,322,153,124
404,324,151,121
410,327,147,116
417,316,158,109
419,314,164,103
419,321,156,104
411,322,162,105
415,324,156,105
425,327,150,98
435,312,157,96
449,311,155,85
456,310,152,82
453,314,149,84
462,298,150,90
459,295,150,96
457,303,150,90
450,301,147,102
440,297,157,106
438,302,150,110
432,301,163,104
432,297,166,105
435,295,170,100
447,279,158,116
430,288,161,121
418,294,161,127
414,299,167,120
422,297,166,115
410,316,158,116
407,315,162,116
410,309,152,129
409,321,149,121
416,336,145,103
415,335,154,96
414,344,153,89
423,341,149,87
423,347,139,91
431,331,137,101
425,321,134,120
420,320,143,117
425,310,148,117
423,307,159,111
411,313,161,115
416,313,164,107
435,304,153,108
435,304,156,105
451,294,145,110
441,307,152,100
448,315,142,95
451,317,136,96
434,325,141,100
436,329,134,101
428,328,141,103
423,321,140,116
417,320,153,110
418,324,154,104
427,320,155,98
423,310,156,111
423,306,154,117
409,315,157,119
414,311,152,123
409,317,159,115
403,333,161,103
411,318,163,108
405,308,172,115
412,305,170,113
419,305,177,99
424,306,171,99
435,302,163,100
434,299,177,90
448,292,163,97
470,292,151,87
460,298,150,92
458,301,146,95
459,300,145,96
454,302,151,93
450,302,150,98
446,306,158,90
443,308,158,91
449,310,159,82
450,309,150,91
452,311,141,96
449,307,133,111
440,318,142,100
443,310,142,105
436,310,142,112
428,309,147,116
406,306,167,121
422,306,170,102
416,313,164,107
419,302,175,104
442,295,152,111
448,289,154,109
425,300,162,113
417,316,170,97
425,302,174,99
416,318,168,98
423,313,157,107
411,333,160,96
425,333,155,87
424,333,155,88
424,331,157,88
439,331,141,89
433,326,138,103
429,331,133,107
426,324,134,116
413,330,137,120
403,330,149,118
387,332,161,120
375,333,175,117
369,330,197,104
388,322,189,101
383,321,191,105
397,314,191,98
411,312,179,98
430,314,164,92
430,310,160,100
427,313,151,109
423,320,156,101
426,313,154,107
416,311,155,118
397,326,155,122
413,323,143,121
395,332,149,124
395,329,149,127
379,339,162,120
372,330,182,116
374,326,197,103
400,309,178,113
410,300,181,109
408,307,178,107
416,297,176,111
422,297,168,113
428,302,170,100
427,311,163,99
429,321,156,94
431,321,158,90
435,324,146,95
434,320,143,103
417,328,153,102
419,332,145,104
416,317,156,111
412,316,160,112
416,329,161,94
430,324,145,101
439,310,143,108
421,307,160,112
419,311,161,109
424,314,164,98
426,309,164,101
433,320,151,96
440,322,132,106
458,309,116,117
446,308,121,125
425,322,135,118
424,327,142,107
420,327,145,108
424,325,150,101
429,317,152,102
434,314,146,106
428,316,141,115
425,316,159,100
440,318,153,89
445,320,144,91
437,321,155,87
437,324,148,91
428,331,142,99
418,317,148,117
423,314,154,109
422,318,152,108
405,314,156,125
405,321,159,115
408,313,169,110
407,313,169,111
411,310,169,110
415,313,164,108
420,312,152,116
420,314,155,111
438,298,158,106
442,298,158,102
443,301,161,95
444,301,168,87
453,294,156,97
467,295,140,98
459,294,147,100
453,301,149,97
458,299,145,98
451,295,148,106
452,282,149,117
451,294,161,94
454,294,158,94
457,298,151,94
465,295,143,97
460,295,131,114
445,301,135,119
434,307,146,113
430,315,159,96
427,312,154,107
434,310,152,104
431,309,154,106
418,320,159,103
411,320,162,107
417,327,141,115
423,318,144,115
411,321,145,123
395,329,161,115
396,331,156,117
386,332,164,118
386,342,165,107
386,334,170,110
399,334,164,103
412,319,159,110
409,340,155,96
416,336,147,101
406,350,155,89
420,344,143,93
419,339,142,100
414,337,141,108
413,333,145,109
407,338,153,102
407,340,147,106
412,326,150,112
408,326,155,111
410,320,153,117
409,317,157,117
396,321,175,108
399,325,173,103
412,317,157,114
428,313,163,96
432,315,164,89
434,318,158,90
441,313,155,91
446,316,145,93
442,313,140,105
436,307,144,113
431,311,156,102
438,318,162,82
442,309,153,96
442,310,144,104
426,314,149,111
422,324,162,92
426,321,157,96
423,324,163,90
423,325,168,84
435,327,145,93
441,321,137,101
424,321,143,112
416,320,145,119
404,328,147,121
407,322,152,119
405,329,156,110
408,337,160,95
411,329,159,101
415,315,169,101
407,312,171,110
414,308,173,105
422,307,172,99
424,311,178,87
426,314,170,90
435,311,160,94
442,303,157,98
444,298,153,105
440,288,162,110
431,292,168,109
424,303,169,104
414,316,169,101
428,295,176,101
422,307,164,107
438,296,155,111
428,313,149,110
440,299,146,115
420,306,161,113
425,300,158,117
421,315,163,101
432,305,170,93
428,301,173,98
430,294,170,106
436,309,149,106
430,316,155,99
423,316,152,109
421,320,146,113
407,329,153,111
407,328,161,104
420,314,159,107
423,313,159,105
420,311,176,93
427,310,169,94
430,313,160,97
436,311,147,106
441,305,152,102
447,300,149,104
440,304,152,104
431,311,162,96
443,302,148,107
438,305,147,110
431,305,152,112
427,305,170,98
443,294,158,105
448,305,146,101
452,302,141,105
442,302,142,114
428,322,150,100
426,326,153,95
426,328,150,96
426,309,148,117
414,314,149,123
401,325,153,121
402,336,158,104
411,316,151,122
407,322,146,125
403,330,147,120
401,329,147,123
410,329,139,122
404,334,156,106
395,334,170,101
402,319,172,107
398,312,170,120
384,316,181,119
387,318,186,109
388,309,180,123
379,330,168,123
382,314,172,132
378,313,176,133
382,317,189,112
382,309,192,117
384,306,196,114
395,304,195,106
412,302,186,100
431,296,178,95
448,295,166,91
447,289,159,105
446,287,149,118
450,278,148,124
441,287,159,113
444,291,147,118
428,297,148,127
420,308,154,118
424,299,158,119
432,301,153,114
445,297,146,112
442,305,152,101
440,297,162,101
436,298,164,102
443,292,164,101
452,287,157,104
454,283,159,104
454,290,152,104
445,287,153,115
438,304,158,100
442,303,149,106
441,301,163,95
441,305,157,97
451,295,151,103
448,301,160,91
454,304,160,82
460,306,162,72
462,298,155,85
454,308,157,81
469,296,153,82
475,294,147,84
479,305,138,78
476,303,135,86
490,304,122,84
492,302,109,97
477,312,113,98
467,324,110,99
457,325,112,106
457,320,117,106
439,323,133,105
419,320,149,112
418,324,151,107
414,321,162,103
427,308,163,102
429,308,161,102
440,297,155,108
430,299,156,115
432,298,154,116
434,305,158,103
445,308,159,88
455,303,151,91
445,298,156,101
442,307,156,95
437,303,154,106
438,293,159,110
436,288,179,97
456,298,149,97
444,299,157,100
440,308,154,98
456,309,141,94
439,312,140,109
437,312,136,115
433,306,145,116
437,317,138,108
419,320,141,120
412,319,151,118
406,317,165,112
414,319,162,105
416,313,163,108
412,315,159,114
423,307,155,115
426,303,156,115
412,310,166,112
418,318,156,108
423,312,151,114
422,310,154,114
415,310,162,113
431,304,155,110
421,311,163,105
419,314,164,103
410,312,173,105
