SUCEPTIBLE,EXPOSED,RECOVERED,INFECTED
331,364,180,125
322,366,175,137
319,362,191,128
318,362,198,122
332,354,196,118
328,348,207,117
336,351,206,107
353,325,200,122
359,331,184,126
355,333,180,132
349,336,190,125
345,342,196,117
360,342,188,110
357,342,176,125
345,347,171,137
342,342,181,135
345,340,180,135
337,352,185,126
346,338,178,138
322,351,190,137
318,349,197,136
326,344,199,131
346,347,188,119
345,359,181,115
335,370,170,125
350,364,159,127
330,378,166,126
329,363,173,135
325,362,176,137
323,353,194,130
325,346,204,125
319,351,200,130
312,350,205,133
321,350,204,125
320,342,205,133
323,343,201,133
316,351,212,121
321,361,198,120
321,367,195,117
329,357,193,121
344,348,195,113
362,345,184,109
373,341,172,114
375,343,173,109
389,341,167,103
382,341,159,118
383,345,162,110
375,338,169,118
369,342,168,121
366,347,165,122
369,341,172,118
376,336,183,105
383,337,177,103
372,353,171,104
369,357,157,117
372,354,164,110
378,340,164,118
372,349,168,111
370,345,169,116
374,346,171,109
367,348,172,113
381,345,167,107
385,353,154,108
368,365,161,106
369,356,174,101
359,364,179,98
376,357,158,109
377,351,155,117
377,346,157,120
357,348,169,126
355,350,166,129
349,353,177,121
352,357,169,122
329,376,179,116
319,379,177,125
325,373,174,128
326,366,188,120
340,370,175,115
339,368,166,127
337,373,175,115
334,369,180,117
332,362,192,114
342,363,196,99
361,357,175,107
356,357,172,115
351,356,172,121
363,349,170,118
351,349,167,133
354,352,166,128
365,344,173,118
362,353,174,111
363,352,176,109
356,340,180,124
352,339,186,123
358,338,186,118
370,335,179,116
374,328,180,118
380,323,190,107
375,321,187,117
385,322,174,119
385,342,163,110
385,341,153,121
365,351,158,126
359,356,163,122
361,348,170,121
353,353,173,121
353,350,160,137
348,350,169,133
344,349,165,142
351,339,173,137
352,335,181,132
347,346,180,127
338,355,174,133
339,350,186,125
344,343,184,129
362,333,169,136
366,339,181,114
368,353,182,97
382,341,173,104
375,355,172,98
385,355,154,106
378,355,154,113
388,340,150,122
370,342,164,124
370,343,156,131
366,339,157,138
358,352,162,128
348,345,174,133
335,358,182,125
341,354,184,121
329,356,193,122
331,368,197,104
340,370,180,110
347,373,171,109
344,367,179,110
346,361,173,120
348,363,172,117
362,363,155,120
363,347,171,119
357,361,169,113
359,348,169,124
343,367,181,109
348,371,167,114
354,364,172,110
352,361,174,113
350,367,163,120
344,367,152,137
332,381,155,132
319,370,168,143
324,362,165,149
316,357,181,146
299,374,193,134
301,372,191,136
302,358,196,144
300,363,209,128
292,372,217,119
317,367,200,116
311,371,189,129
309,367,195,129
318,366,190,126
319,367,193,121
321,375,195,109
333,371,183,113
333,362,181,124
343,362,176,119
327,363,186,124
318,371,188,123
316,372,201,111
318,372,190,120
326,370,194,110
331,380,188,101
347,381,173,99
342,379,173,106
349,378,165,108
359,362,166,113
354,363,173,110
356,348,178,118
348,350,183,119
346,345,182,127
340,343,185,132
341,351,191,117
337,367,188,108
340,358,185,117
341,355,200,104
348,345,195,112
354,343,187,116
359,337,189,115
351,339,197,113
344,342,190,124
339,348,179,134
345,355,178,122
352,341,177,130
351,362,178,109
354,350,175,121
347,356,177,120
341,361,185,113
340,355,193,112
345,337,192,126
340,342,202,116
339,351,194,116
342,358,187,113
351,354,182,113
349,351,185,115
341,348,192,119
342,344,186,128
344,343,185,128
332,352,196,120
333,348,197,122
345,353,190,112
358,342,180,120
353,359,177,111
355,359,167,119
347,362,175,116
364,361,154,121
351,359,166,124
362,354,170,114
368,354,170,108
367,345,182,106
366,341,188,105
369,347,191,93
372,342,183,103
365,354,174,107
361,350,171,118
349,371,178,102
372,360,158,110
380,353,163,104
383,355,155,107
382,352,166,100
380,345,166,109
377,338,170,115
380,345,157,118
368,344,174,114
365,348,171,116
358,360,164,118
346,356,178,120
341,368,176,115
339,369,179,113
358,360,171,111
349,365,171,115
358,355,176,111
360,356,172,112
349,363,169,119
340,367,178,115
344,377,185,94
346,371,179,104
342,373,187,98
350,362,180,108
354,370,179,97
358,364,178,100
356,356,180,108
349,365,176,110
350,364,168,118
351,364,176,109
360,358,177,105
365,359,168,108
346,371,175,108
353,364,179,104
364,351,182,103
363,353,168,116
370,348,169,113
363,341,173,123
352,351,178,119
343,356,180,121
356,345,171,128
357,345,174,124
365,341,172,122
358,332,179,131
358,344,179,119
364,337,184,115
368,330,189,113
380,316,198,106
374,324,198,104
384,325,179,112
386,331,177,106
399,326,161,114
378,339,169,114
383,335,165,117
388,346,161,105
384,346,162,108
381,353,165,101
386,351,161,102
387,351,160,102
396,328,158,118
398,321,154,127
389,336,167,108
387,334,156,123
375,351,154,120
380,348,161,111
382,341,165,112
366,334,172,128
369,333,170,128
355,342,180,123
357,336,186,121
354,342,183,121
370,333,178,119
382,335,171,112
381,324,166,129
382,330,168,120
366,348,175,111
372,341,172,115
364,340,176,120
365,341,170,124
357,354,168,121
342,359,175,124
343,359,178,120
321,369,189,121
323,359,190,128
327,363,186,124
332,355,182,131
345,356,184,115
357,354,188,101
372,347,186,95
379,343,180,98
371,348,173,108
383,341,164,112
376,354,166,104
378,354,167,101
378,345,170,107
377,346,176,101
385,335,161,119
368,346,172,114
376,336,154,134
367,341,172,120
369,338,166,127
367,340,161,132
361,340,175,124
350,353,183,114
345,346,188,121
340,362,183,115
350,356,179,115
349,361,179,111
341,367,176,116
331,364,179,126
349,347,175,129
350,349,169,132
357,348,170,125
359,339,169,133
349,346,189,116
355,348,180,117
358,342,175,125
365,342,168,125
367,349,168,116
367,341,168,124
367,343,169,121
381,337,165,117
384,344,171,101
374,351,174,101
381,349,173,97
393,339,175,93
405,332,175,88
405,322,170,103
401,313,175,111
403,324,172,101
401,325,162,112
399,339,153,109
389,334,173,104
405,333,160,102
413,337,149,101
408,338,158,96
412,333,154,101
408,338,150,104
403,340,151,106
408,337,145,110
394,340,147,119
381,340,167,112
387,343,174,96
394,347,160,99
397,338,166,99
400,337,152,111
393,337,154,116
395,343,145,117
396,339,148,117
385,340,156,119
378,335,158,129
371,337,170,122
379,348,162,111
375,350,155,120
363,358,171,108
352,364,171,113
350,367,178,105
367,359,170,104
373,353,167,107
386,352,162,100
399,342,143,116
382,351,150,117
378,349,147,126
369,365,147,119
363,356,154,127
364,352,154,130
356,348,161,135
359,357,170,114
367,344,163,126
349,346,172,133
341,338,184,137
356,341,179,124
345,353,179,123
344,358,182,116
340,351,197,112
347,348,193,112
347,344,194,115
347,352,202,99
357,351,192,100
362,339,189,110
350,354,182,114
360,355,169,116
367,356,167,110
362,344,168,126
362,356,171,111
363,353,176,108
372,348,171,109
364,350,177,109
358,356,179,107
365,350,166,119
364,338,165,133
369,351,164,116
366,363,151,120
369,353,153,125
364,354,169,113
357,349,164,130
351,363,170,116
361,357,167,115
355,356,171,118
355,357,170,118
358,358,166,118
352,360,164,124
338,366,177,119
323,383,181,113
315,380,184,121
310,368,182,140
316,370,187,127
311,367,188,134
318,350,195,137
325,351,184,140
324,367,186,123
333,356,178,133
337,349,186,128
348,340,189,123
343,354,183,120
341,364,174,121
338,364,177,121
335,368,184,113
339,370,179,112
350,362,173,115
348,360,183,109
352,351,180,117
348,347,189,116
353,365,177,105
363,350,170,117
372,343,176,109
373,340,175,112
378,340,161,121
377,333,156,134
370,332,169,129
371,344,165,120
356,348,177,119
356,356,187,101
365,356,182,97
373,343,175,109
376,338,172,114
373,344,158,125
359,361,166,114
347,367,158,128
348,366,165,121
345,368,171,116
342,367,187,104
359,355,167,119
366,355,167,112
354,375,158,113
351,377,150,122
352,360,160,128
349,355,165,131
332,371,158,139
327,373,174,126
332,374,157,137
324,372,176,128
334,365,172,129
328,360,182,130
322,349,185,144
310,360,215,115
326,355,200,119
334,352,197,117
335,363,201,101
334,369,188,109
326,369,198,107
340,352,196,112
338,357,191,114
336,349,200,115
351,343,189,117
346,345,194,115
367,339,186,108
376,327,187,110
380,332,181,107
380,324,178,118
382,329,183,106
393,321,178,108
396,326,175,103
399,330,175,96
403,323,168,106
393,327,167,113
377,352,160,111
382,353,164,101
376,348,161,115
369,349,165,117
369,362,157,112
357,352,163,128
340,362,185,113
339,364,177,120
352,363,172,113
356,370,170,104
345,367,169,119
341,369,174,116
339,364,179,118
335,365,188,112
342,366,180,112
353,363,165,119
353,359,167,121
343,355,170,132
338,349,188,125
349,349,185,117
352,346,193,109
363,337,191,109
360,340,191,109
353,349,186,112
365,339,173,123
355,342,195,108
366,338,188,108
354,342,183,121
358,338,180,124
364,328,184,124
370,323,190,117
366,332,190,112
365,331,192,112
368,329,179,124
357,338,189,116
364,337,180,119
369,337,172,122
362,341,169,128
357,354,170,119
365,337,169,129
352,358,166,124
346,362,153,139
316,377,173,134
317,372,167,144
310,369,184,137
318,374,183,125
315,375,180,130
318,375,171,136
314,371,176,139
318,356,165,161
306,367,173,154
314,347,198,141
324,350,211,115
344,352,201,103
341,359,194,106
364,339,187,110
377,346,176,101
376,346,171,107
376,342,174,108
378,344,167,111
386,343,157,114
379,339,166,116
382,342,163,113
372,351,161,116
368,348,162,122
349,364,161,126
351,362,158,129
347,359,167,127
341,363,181,115
342,365,184,109
346,362,177,115
345,360,179,116
350,360,181,109
356,346,186,112
355,346,180,119
349,347,186,118
366,344,177,113
370,344,162,124
353,352,164,131
327,372,178,123
324,371,177,128
314,379,193,114
310,380,201,109
325,365,191,119
310,367,200,123
317,373,189,121
320,371,179,130
311,377,182,130
310,379,182,129
319,367,181,133
310,364,191,135
304,369,192,135
313,365,190,132
318,356,187,139
309,361,190,140
310,354,203,133
336,340,202,122
353,334,191,122
356,339,188,117
363,344,173,120
350,348,176,126
353,335,179,133
345,334,187,134
354,332,181,133
350,337,184,129
344,344,202,110
346,337,195,122
363,336,190,111
369,331,192,108
371,343,187,99
379,331,190,100
388,326,189,97
380,336,181,103
372,336,186,106
364,349,188,99
375,346,173,106
374,341,178,107
378,329,177,116
382,338,167,113
367,343,171,119
375,337,177,111
368,337,188,107
372,340,176,112
369,339,172,120
373,339,176,112
356,344,188,112
356,344,189,111
357,330,187,126
359,335,185,121
362,335,184,119
361,332,191,116
362,334,190,114
354,338,192,116
345,341,187,127
353,356,181,110
341,363,178,118
343,367,171,119
354,364,170,112
367,365,162,106
367,364,171,98
371,356,168,105
368,345,166,121
358,356,171,115
355,366,178,101
358,364,179,99
370,354,175,101
369,354,179,98
360,344,173,123
364,347,171,118
354,357,179,110
367,361,176,96
380,346,169,105
392,337,154,117
382,341,152,125
381,346,160,113
376,340,169,115
373,341,162,124
377,339,156,128
365,352,164,119
361,350,175,114
359,354,178,109
368,353,173,106
353,353,172,122
351,348,176,125
356,336,189,119
340,343,191,126
351,335,192,122
364,321,197,118
365,332,190,113
362,336,176,126
353,351,181,115
356,352,169,123
360,356,177,107
373,353,165,109
373,349,169,109
370,347,164,119
377,347,161,115
371,356,164,109
372,358,163,107
367,357,159,117
352,364,164,120
344,377,164,115
351,375,161,113
350,373,174,103
358,360,163,119
358,345,167,130
343,360,173,124
341,356,180,123
327,369,189,115
335,361,202,102
346,363,199,92
364,344,189,103
353,347,180,120
348,358,177,117
363,353,178,106
356,360,185,99
366,352,175,107
367,350,186,97
351,353,184,112
363,351,178,108
367,353,172,108
371,359,170,100
371,357,160,112
368,362,153,117
360,366,154,120
351,368,164,117
353,374,154,119
350,368,158,124
353,358,175,114
346,368,173,113
354,357,173,116
360,360,168,112
350,356,172,122
349,349,191,111
359,352,178,111
370,344,179,107
373,338,172,117
369,340,174,117
376,340,169,115
378,339,170,113
374,346,176,104
378,336,186,100
